Random waveform, supplied seed
Total number of intervals = 180 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036)
Average QPS expected = 56542
Timestamp start: 1778411400258
Timestamp end: 1778413200580

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      283.7   124.2    80.4   129.6   144.6   271.1   331.7   363.1   384.9   409.9   442.1   492.8   589.6   742.1  2306.2  58767.9    58661
read      284.8   125.6    80.4   139.7   155.8   283.8   327.9   350.9   367.0   385.8   408.8   446.8   526.8   677.2  4046.7  34908.7    34912
read      510.5   310.8    74.4   158.2   188.9   476.6   582.4   637.4   683.4   753.5   927.0  1112.3  1343.3  1616.0  7407.7 103279.4   103268
read      292.3   129.9    74.4   137.9   153.6   285.6   335.2   361.3   379.3   400.6   430.0   479.0   620.2  1143.1  3644.5  38696.0    38703
read      295.8   135.8    74.4   131.7   148.7   277.2   338.9   373.3   398.7   429.8   469.8   533.4   661.8   887.6  2173.6  83492.8    83358
read      283.1   123.2    74.4   130.5   145.5   271.5   331.5   362.2   383.1   406.9   438.0   487.6   582.6   725.3  2361.7  57320.2    57408
read      316.5   154.0    74.4   135.8   154.0   292.5   358.9   396.7   426.0   461.6   508.3   585.8   761.6  1080.6  3427.5  86723.3    86837
read      284.0   108.1    80.4   140.3   156.7   283.8   327.3   349.7   365.5   383.7   405.5   443.3   517.6   647.0  3052.1  33520.7    33517
read      282.4   125.3    74.4   129.0   144.1   267.2   328.3   361.3   384.3   410.7   445.2   496.9   593.2   741.5  2191.6  66150.3    66204
read      286.2   134.2    74.4   129.4   145.0   268.7   330.3   364.3   388.3   417.1   454.8   508.6   617.7   793.2  3199.1  73796.3    73758
read      480.1   297.8    74.4   150.5   176.8   446.1   553.7   602.4   639.4   703.3   915.5  1083.1  1273.4  1508.2  7310.2  99724.2    99742
read      505.8   306.6    80.4   161.8   192.3   474.6   577.9   626.5   666.6   731.3   961.5  1125.2  1326.1  1603.2  7316.7 109411.4   109462
read      431.6   273.1    80.4   143.6   166.2   381.9   509.3   558.9   592.1   635.2   722.3   997.1  1199.6  1454.7  7289.9  94487.1    94453
read      291.8   129.5    74.4   135.0   150.8   282.2   336.0   364.5   384.6   407.6   439.6   496.4   649.2   898.9  3335.8  43996.9    44096
read      465.1   295.7    74.4   145.8   170.3   419.8   540.0   590.7   631.2   692.5   895.8  1064.6  1258.0  1496.5  7242.9 100352.9   100467
read      250.1   112.3    93.8   163.4   179.0   241.4   266.3   280.3   290.6   303.4   321.1   355.4   435.7  1133.8  4197.4   8613.8     8576
read      287.6   129.1    80.4   131.2   146.7   275.1   334.3   365.5   387.7   413.5   447.0   500.2   608.9   819.7  3012.8  59414.0    59359
read      240.1    96.8    93.8   162.5   176.4   232.0   253.4   266.5   275.0   287.5   302.6   332.4   414.6  1141.1  4881.0   7611.5     7614
read      290.8   156.9    74.4   131.0   146.4   275.5   335.3   366.5   388.9   415.1   449.8   504.6   636.9  1492.5  3591.5  60278.7    60329
read      284.3   120.1    80.4   134.3   150.0   280.9   330.9   356.5   373.8   395.1   422.5   465.3   555.6   735.7  3636.7  43729.2    43762
read      279.6   128.4    74.4   127.3   142.1   263.8   325.3   358.2   380.9   406.7   440.8   492.4   590.3   764.5  2198.9  67082.4    67038
read      278.9   109.9    80.4   145.2   163.1   279.9   314.9   334.6   347.8   364.6   384.9   416.1   482.4   606.7  4019.4  26210.6    26095
read      281.2   122.9    74.4   128.1   143.3   264.8   325.7   359.1   382.6   410.0   445.8   498.5   595.2   747.5  1877.9  71320.9    71173
read      477.3   291.0    74.4   156.9   186.2   435.7   546.9   597.9   636.7   692.1   854.2  1069.4  1283.0  1580.3  7289.1 109224.6   109276
read      261.7   107.8    86.8   154.3   174.8   254.0   281.3   295.6   308.3   322.5   343.5   378.9   527.5  1011.9  3908.6  13162.4    13150
read      281.6   128.5    74.4   128.0   142.9   268.2   329.6   361.7   383.5   408.1   441.0   490.7   585.8   742.6  2615.2  61037.8    61250
read      291.6   132.4    74.4   130.8   147.3   273.3   335.1   369.2   394.4   424.8   463.4   522.6   639.2   839.7  2370.8  84253.5    84472
read      304.4   142.5    74.4   133.6   151.1   283.9   347.6   383.8   410.1   442.7   485.4   548.5   696.0  1046.2  2682.4  82321.3    82226
read      281.2   109.9    80.4   144.4   162.0   281.4   318.7   339.5   354.0   370.0   391.5   424.2   495.7   661.7  3460.9  27658.9    27671
read      385.8   226.9    74.4   142.8   165.4   336.6   432.3   486.4   525.8   575.3   648.3   833.7  1118.9  1378.2  5040.0  98577.1    98736
